Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01 00:00:00,Italy,North Italy,IT-NO,237.65,305.98,52.86,33.55,entsoe.eu,false,
2022-01-01 01:00:00,Italy,North Italy,IT-NO,243.51,312.54,52.44,33.52,entsoe.eu,false,
2022-01-01 02:00:00,Italy,North Italy,IT-NO,234.3,302.08,54.02,34.06,entsoe.eu,false,
2022-01-01 03:00:00,Italy,North Italy,IT-NO,223.4,288.7,56.49,35.08,entsoe.eu,false,
2022-01-01 04:00:00,Italy,North Italy,IT-NO,226.53,291.78,56.36,34.99,entsoe.eu,false,
2022-01-01 05:00:00,Italy,North Italy,IT-NO,220.19,283.66,57.67,36.13,entsoe.eu,false,
2022-01-01 06:00:00,Italy,North Italy,IT-NO,211.85,273.31,59.3,37.44,entsoe.eu,false,
2022-01-01 07:00:00,Italy,North Italy,IT-NO,197.19,254.89,62.5,38.79,entsoe.eu,false,
2022-01-01 08:00:00,Italy,North Italy,IT-NO,183.6,238.83,65.29,40.92,entsoe.eu,false,
2022-01-01 09:00:00,Italy,North Italy,IT-NO,183.59,239.91,64.62,40.66,entsoe.eu,false,
2022-01-01 10:00:00,Italy,North Italy,IT-NO,196.34,257.22,60.3,38.14,entsoe.eu,false,
2022-01-01 11:00:00,Italy,North Italy,IT-NO,203.76,265.82,59.34,39.21,entsoe.eu,false,
2022-01-01 12:00:00,Italy,North Italy,IT-NO,206.07,269.0,58.73,39.3,entsoe.eu,false,
2022-01-01 13:00:00,Italy,North Italy,IT-NO,191.67,249.97,62.3,37.16,entsoe.eu,false,
2022-01-01 14:00:00,Italy,North Italy,IT-NO,190.43,246.98,62.76,33.24,entsoe.eu,false,
2022-01-01 15:00:00,Italy,North Italy,IT-NO,209.34,268.66,58.92,33.14,entsoe.eu,false,
2022-01-01 16:00:00,Italy,North Italy,IT-NO,225.83,283.47,58.86,38.15,entsoe.eu,false,
2022-01-01 17:00:00,Italy,North Italy,IT-NO,235.06,291.52,59.25,41.08,entsoe.eu,false,
2022-01-01 18:00:00,Italy,North Italy,IT-NO,243.2,299.23,59.18,42.54,entsoe.eu,false,
2022-01-01 19:00:00,Italy,North Italy,IT-NO,250.28,308.9,56.94,39.95,entsoe.eu,false,
2022-01-01 20:00:00,Italy,North Italy,IT-NO,245.88,307.31,55.29,36.76,entsoe.eu,false,
2022-01-01 21:00:00,Italy,North Italy,IT-NO,240.11,306.92,52.57,32.46,entsoe.eu,false,
2022-01-01 22:00:00,Italy,North Italy,IT-NO,236.81,303.74,53.07,30.92,entsoe.eu,false,
2022-01-01 23:00:00,Italy,North Italy,IT-NO,211.49,273.62,58.54,32.16,entsoe.eu,false,
2022-01-02 00:00:00,Italy,North Italy,IT-NO,223.0,287.79,56.12,31.67,entsoe.eu,false,
