Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,Italy,Central North Italy,IT-CNO,251.6,319.84,54.03,54.01,entsoe.eu,false,
2021-01-01 01:00:00,Italy,Central North Italy,IT-CNO,259.85,328.58,53.49,53.45,entsoe.eu,false,
2021-01-01 02:00:00,Italy,Central North Italy,IT-CNO,257.59,326.02,54.41,54.34,entsoe.eu,false,
2021-01-01 03:00:00,Italy,Central North Italy,IT-CNO,249.41,316.39,56.07,56.0,entsoe.eu,false,
2021-01-01 04:00:00,Italy,Central North Italy,IT-CNO,248.08,314.6,56.34,56.25,entsoe.eu,false,
2021-01-01 05:00:00,Italy,Central North Italy,IT-CNO,246.57,313.22,56.52,56.44,entsoe.eu,false,
2021-01-01 06:00:00,Italy,Central North Italy,IT-CNO,242.07,308.58,56.92,56.87,entsoe.eu,false,
2021-01-01 07:00:00,Italy,Central North Italy,IT-CNO,244.89,309.1,57.67,57.6,entsoe.eu,false,
2021-01-01 08:00:00,Italy,Central North Italy,IT-CNO,220.81,282.0,61.45,61.38,entsoe.eu,false,
2021-01-01 09:00:00,Italy,Central North Italy,IT-CNO,218.25,279.91,61.41,61.36,entsoe.eu,false,
2021-01-01 10:00:00,Italy,Central North Italy,IT-CNO,230.4,293.6,59.1,59.07,entsoe.eu,false,
2021-01-01 11:00:00,Italy,Central North Italy,IT-CNO,241.1,301.3,60.32,60.26,entsoe.eu,false,
2021-01-01 12:00:00,Italy,Central North Italy,IT-CNO,232.73,293.85,60.48,60.41,entsoe.eu,false,
2021-01-01 13:00:00,Italy,Central North Italy,IT-CNO,223.57,285.83,60.35,60.29,entsoe.eu,false,
2021-01-01 14:00:00,Italy,Central North Italy,IT-CNO,220.54,285.93,58.14,58.14,entsoe.eu,false,
2021-01-01 15:00:00,Italy,Central North Italy,IT-CNO,238.13,307.53,54.01,54.0,entsoe.eu,false,
2021-01-01 16:00:00,Italy,Central North Italy,IT-CNO,203.91,271.09,56.95,56.11,entsoe.eu,false,
2021-01-01 17:00:00,Italy,Central North Italy,IT-CNO,191.89,255.8,60.19,58.71,entsoe.eu,false,
2021-01-01 18:00:00,Italy,Central North Italy,IT-CNO,187.4,250.68,60.64,58.18,entsoe.eu,false,
2021-01-01 19:00:00,Italy,Central North Italy,IT-CNO,174.56,236.59,62.09,57.92,entsoe.eu,false,
2021-01-01 20:00:00,Italy,Central North Italy,IT-CNO,187.08,250.35,61.25,60.3,entsoe.eu,false,
2021-01-01 21:00:00,Italy,Central North Italy,IT-CNO,228.65,295.21,56.46,56.46,entsoe.eu,false,
2021-01-01 22:00:00,Italy,Central North Italy,IT-CNO,249.77,317.59,54.31,54.3,entsoe.eu,false,
2021-01-01 23:00:00,Italy,Central North Italy,IT-CNO,261.17,329.51,53.9,53.88,entsoe.eu,false,
2021-01-02 00:00:00,Italy,Central North Italy,IT-CNO,259.62,327.49,54.84,54.76,entsoe.eu,false,
2021-01-02 01:00:00,Italy,Central North Italy,IT-CNO,260.82,329.29,54.63,54.53,entsoe.eu,false,
2021-01-02 02:00:00,Italy,Central North Italy,IT-CNO,259.43,328.44,54.61,54.52,entsoe.eu,false,
2021-01-02 03:00:00,Italy,Central North Italy,IT-CNO,254.78,323.33,55.12,55.05,entsoe.eu,false,
2021-01-02 04:00:00,Italy,Central North Italy,IT-CNO,249.5,317.36,55.85,55.79,entsoe.eu,false,
2021-01-02 05:00:00,Italy,Central North Italy,IT-CNO,238.92,305.18,57.62,57.6,entsoe.eu,false,
2021-01-02 06:00:00,Italy,Central North Italy,IT-CNO,234.1,298.91,58.35,58.29,entsoe.eu,false,
2021-01-02 07:00:00,Italy,Central North Italy,IT-CNO,231.49,296.39,57.99,57.94,entsoe.eu,false,
2021-01-02 08:00:00,Italy,Central North Italy,IT-CNO,214.36,277.02,60.77,60.76,entsoe.eu,false,
2021-01-02 09:00:00,Italy,Central North Italy,IT-CNO,205.04,265.89,62.62,62.59,entsoe.eu,false,
