Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-01-01 00:00:00,Italy,Sicily,IT-SIC,319.51,412.12,44.66,44.66,entsoe.eu,false,
2022-01-01 01:00:00,Italy,Sicily,IT-SIC,349.51,451.45,42.14,42.14,entsoe.eu,false,
2022-01-01 02:00:00,Italy,Sicily,IT-SIC,361.43,466.97,40.94,40.94,entsoe.eu,false,
2022-01-01 03:00:00,Italy,Sicily,IT-SIC,308.22,399.24,46.53,46.53,entsoe.eu,false,
2022-01-01 04:00:00,Italy,Sicily,IT-SIC,299.06,387.96,47.77,47.77,entsoe.eu,false,
2022-01-01 05:00:00,Italy,Sicily,IT-SIC,301.47,390.45,47.52,47.52,entsoe.eu,false,
2022-01-01 06:00:00,Italy,Sicily,IT-SIC,281.58,365.3,51.24,51.12,entsoe.eu,false,
2022-01-01 07:00:00,Italy,Sicily,IT-SIC,175.71,233.36,65.32,65.21,entsoe.eu,false,
2022-01-01 08:00:00,Italy,Sicily,IT-SIC,143.77,195.77,70.84,70.78,entsoe.eu,false,
2022-01-01 09:00:00,Italy,Sicily,IT-SIC,153.0,207.97,68.85,68.79,entsoe.eu,false,
2022-01-01 10:00:00,Italy,Sicily,IT-SIC,164.73,223.05,66.58,66.54,entsoe.eu,false,
2022-01-01 11:00:00,Italy,Sicily,IT-SIC,168.41,227.9,67.18,67.13,entsoe.eu,false,
2022-01-01 12:00:00,Italy,Sicily,IT-SIC,160.7,218.71,68.45,68.41,entsoe.eu,false,
2022-01-01 13:00:00,Italy,Sicily,IT-SIC,167.12,226.42,67.47,67.44,entsoe.eu,false,
2022-01-01 14:00:00,Italy,Sicily,IT-SIC,209.26,277.43,59.14,59.14,entsoe.eu,false,
2022-01-01 15:00:00,Italy,Sicily,IT-SIC,244.88,319.18,52.59,52.59,entsoe.eu,false,
2022-01-01 16:00:00,Italy,Sicily,IT-SIC,294.58,362.84,57.36,57.36,entsoe.eu,false,
2022-01-01 17:00:00,Italy,Sicily,IT-SIC,318.23,393.62,54.75,54.75,entsoe.eu,false,
2022-01-01 18:00:00,Italy,Sicily,IT-SIC,342.41,424.91,51.49,51.49,entsoe.eu,false,
2022-01-01 19:00:00,Italy,Sicily,IT-SIC,356.51,459.22,36.08,36.08,entsoe.eu,false,
2022-01-01 20:00:00,Italy,Sicily,IT-SIC,371.5,478.52,32.71,32.71,entsoe.eu,false,
2022-01-01 21:00:00,Italy,Sicily,IT-SIC,364.61,468.89,33.1,33.1,entsoe.eu,false,
2022-01-01 22:00:00,Italy,Sicily,IT-SIC,359.95,462.64,34.23,34.23,entsoe.eu,false,
2022-01-01 23:00:00,Italy,Sicily,IT-SIC,320.63,412.6,42.56,42.56,entsoe.eu,false,
2022-01-02 00:00:00,Italy,Sicily,IT-SIC,312.36,401.85,45.49,45.49,entsoe.eu,false,
2022-01-02 01:00:00,Italy,Sicily,IT-SIC,315.57,406.74,43.78,43.78,entsoe.eu,false,
2022-01-02 02:00:00,Italy,Sicily,IT-SIC,314.7,405.98,44.04,44.04,entsoe.eu,false,
2022-01-02 03:00:00,Italy,Sicily,IT-SIC,320.07,414.06,40.6,40.6,entsoe.eu,false,
2022-01-02 04:00:00,Italy,Sicily,IT-SIC,337.48,435.93,38.11,38.11,entsoe.eu,false,
2022-01-02 05:00:00,Italy,Sicily,IT-SIC,358.2,460.43,35.36,35.36,entsoe.eu,false,
2022-01-02 06:00:00,Italy,Sicily,IT-SIC,372.76,477.5,33.95,33.88,entsoe.eu,false,
2022-01-02 07:00:00,Italy,Sicily,IT-SIC,324.45,419.42,42.86,42.77,entsoe.eu,false,
2022-01-02 08:00:00,Italy,Sicily,IT-SIC,289.46,378.43,47.85,47.85,entsoe.eu,false,
2022-01-02 09:00:00,Italy,Sicily,IT-SIC,274.44,361.57,49.44,49.44,entsoe.eu,false,
2022-01-02 10:00:00,Italy,Sicily,IT-SIC,250.47,332.07,52.45,52.45,entsoe.eu,false,
2022-01-02 11:00:00,Italy,Sicily,IT-SIC,253.14,335.54,54.0,54.0,entsoe.eu,false,
2022-01-02 12:00:00,Italy,Sicily,IT-SIC,274.18,362.12,51.36,51.36,entsoe.eu,false,
2022-01-02 13:00:00,Italy,Sicily,IT-SIC,306.8,402.6,46.6,46.6,entsoe.eu,false,
2022-01-02 14:00:00,Italy,Sicily,IT-SIC,316.29,411.09,44.19,44.19,entsoe.eu,false,
2022-01-02 15:00:00,Italy,Sicily,IT-SIC,356.77,459.19,36.55,36.55,entsoe.eu,false,
2022-01-02 16:00:00,Italy,Sicily,IT-SIC,352.54,454.35,37.09,37.09,entsoe.eu,false,
2022-01-02 17:00:00,Italy,Sicily,IT-SIC,360.82,464.62,33.93,33.93,entsoe.eu,false,
2022-01-02 18:00:00,Italy,Sicily,IT-SIC,403.54,519.54,29.36,29.35,entsoe.eu,false,
2022-01-02 19:00:00,Italy,Sicily,IT-SIC,413.46,528.81,31.44,31.44,entsoe.eu,false,
2022-01-02 20:00:00,Italy,Sicily,IT-SIC,369.41,474.94,31.96,31.92,entsoe.eu,false,
2022-01-02 21:00:00,Italy,Sicily,IT-SIC,367.3,472.02,33.61,33.57,entsoe.eu,false,
2022-01-02 22:00:00,Italy,Sicily,IT-SIC,356.14,458.12,37.9,37.9,entsoe.eu,false,
2022-01-02 23:00:00,Italy,Sicily,IT-SIC,262.72,339.86,51.11,51.11,entsoe.eu,false,
2022-01-03 00:00:00,Italy,Sicily,IT-SIC,290.74,377.08,47.29,47.29,entsoe.eu,false,
2022-01-03 01:00:00,Italy,Sicily,IT-SIC,262.07,340.32,50.2,50.2,entsoe.eu,false,
2022-01-03 02:00:00,Italy,Sicily,IT-SIC,244.79,318.31,54.02,54.02,entsoe.eu,false,
2022-01-03 03:00:00,Italy,Sicily,IT-SIC,247.26,321.01,53.67,53.67,entsoe.eu,false,
2022-01-03 04:00:00,Italy,Sicily,IT-SIC,255.29,330.4,52.16,52.16,entsoe.eu,false,
2022-01-03 05:00:00,Italy,Sicily,IT-SIC,278.62,360.22,47.44,47.44,entsoe.eu,false,
