Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Italy,Sicily,IT-SIC,308.06,404.49,27.12,26.96,entsoe.eu,false,
2024-01-01 01:00:00,Italy,Sicily,IT-SIC,297.31,390.38,30.15,29.85,entsoe.eu,false,
2024-01-01 02:00:00,Italy,Sicily,IT-SIC,299.7,393.09,29.56,29.27,entsoe.eu,false,
2024-01-01 03:00:00,Italy,Sicily,IT-SIC,304.17,398.85,28.3,28.05,entsoe.eu,false,
2024-01-01 04:00:00,Italy,Sicily,IT-SIC,304.4,398.46,28.51,28.2,entsoe.eu,false,
2024-01-01 05:00:00,Italy,Sicily,IT-SIC,300.66,393.68,29.46,29.13,entsoe.eu,false,
2024-01-01 06:00:00,Italy,Sicily,IT-SIC,290.78,381.38,31.48,31.25,entsoe.eu,false,
2024-01-01 07:00:00,Italy,Sicily,IT-SIC,256.96,340.42,39.19,39.03,entsoe.eu,false,
2024-01-01 08:00:00,Italy,Sicily,IT-SIC,219.06,294.37,47.94,47.85,entsoe.eu,false,
2024-01-01 09:00:00,Italy,Sicily,IT-SIC,206.27,278.37,50.83,50.79,entsoe.eu,false,
2024-01-01 10:00:00,Italy,Sicily,IT-SIC,207.46,279.31,50.49,50.47,entsoe.eu,false,
2024-01-01 11:00:00,Italy,Sicily,IT-SIC,194.21,262.34,53.61,53.61,entsoe.eu,false,
2024-01-01 12:00:00,Italy,Sicily,IT-SIC,194.37,262.16,53.57,53.57,entsoe.eu,false,
2024-01-01 13:00:00,Italy,Sicily,IT-SIC,200.03,268.86,52.19,52.19,entsoe.eu,false,
2024-01-01 14:00:00,Italy,Sicily,IT-SIC,231.12,307.1,45.07,45.02,entsoe.eu,false,
2024-01-01 15:00:00,Italy,Sicily,IT-SIC,289.98,379.74,31.28,31.18,entsoe.eu,false,
2024-01-01 16:00:00,Italy,Sicily,IT-SIC,312.72,408.13,26.07,25.94,entsoe.eu,false,
2024-01-01 17:00:00,Italy,Sicily,IT-SIC,341.95,444.63,18.75,18.67,entsoe.eu,false,
2024-01-01 18:00:00,Italy,Sicily,IT-SIC,364.96,439.98,24.36,24.32,entsoe.eu,false,
2024-01-01 19:00:00,Italy,Sicily,IT-SIC,350.47,438.82,22.26,22.17,entsoe.eu,false,
2024-01-01 20:00:00,Italy,Sicily,IT-SIC,343.16,446.0,18.68,18.55,entsoe.eu,false,
2024-01-01 21:00:00,Italy,Sicily,IT-SIC,340.44,442.8,19.2,19.06,entsoe.eu,false,
2024-01-01 22:00:00,Italy,Sicily,IT-SIC,307.45,402.06,27.61,27.28,entsoe.eu,false,
2024-01-01 23:00:00,Italy,Sicily,IT-SIC,293.14,384.02,31.22,30.89,entsoe.eu,false,
2024-01-02 00:00:00,Italy,Sicily,IT-SIC,286.85,375.93,32.52,32.26,entsoe.eu,false,
2024-01-02 01:00:00,Italy,Sicily,IT-SIC,282.92,371.01,33.69,33.37,entsoe.eu,false,
2024-01-02 02:00:00,Italy,Sicily,IT-SIC,299.98,392.6,29.71,29.38,entsoe.eu,false,
2024-01-02 03:00:00,Italy,Sicily,IT-SIC,306.77,401.31,28.2,27.85,entsoe.eu,false,
2024-01-02 04:00:00,Italy,Sicily,IT-SIC,307.6,402.14,27.61,27.39,entsoe.eu,false,
2024-01-02 05:00:00,Italy,Sicily,IT-SIC,313.5,408.75,25.98,25.9,entsoe.eu,false,
2024-01-02 06:00:00,Italy,Sicily,IT-SIC,329.87,429.05,21.62,21.6,entsoe.eu,false,
2024-01-02 07:00:00,Italy,Sicily,IT-SIC,301.18,394.24,28.57,28.54,entsoe.eu,false,
2024-01-02 08:00:00,Italy,Sicily,IT-SIC,275.14,362.81,34.57,34.56,entsoe.eu,false,
2024-01-02 09:00:00,Italy,Sicily,IT-SIC,254.16,337.28,39.49,39.48,entsoe.eu,false,
2024-01-02 10:00:00,Italy,Sicily,IT-SIC,233.25,311.58,44.58,44.57,entsoe.eu,false,
2024-01-02 11:00:00,Italy,Sicily,IT-SIC,222.4,297.96,47.04,47.04,entsoe.eu,false,
2024-01-02 12:00:00,Italy,Sicily,IT-SIC,224.86,301.38,46.5,46.5,entsoe.eu,false,
2024-01-02 13:00:00,Italy,Sicily,IT-SIC,228.01,305.3,45.84,45.83,entsoe.eu,false,
